_excel_row,payType,itemID,CommonPayKey,moduleNameId,itemShow,indexID,itemName,itemTypeName,icon,money_dollar,diamond,currencyType,priceType,vipType,discountRate,firstPayBenefitId,buyCountLimit,activityLimit,dailyLimit,weeklyLimit,monthlyLimit,needVipLevel,needVipLevelMax,validTimeSecond,timeLimitGroupID,consumeItemId,consumeItemCount,discountId,chip,emoticonSecond,emoticonItemId,giveItemId,giveItemcount,give,giveItem2Id,giveItem2count,giveVipExp,prizeRate,reductionRate,originalPrice,buyFail,popUp,isVipAdd,rewardDay,rewardDiamond,rewardMailTitle,rewardMailContent,payPoint,displayType,isContinuousAdd,rewardRate
143,2,iap_offer_limit3999,PK_3999,13000,,1511006,3选1每日礼包8,offer1in3,,3999,,,,,120,,,,,,,,,,,,,,40000000,,,,,,,,4000,173,0,,,,3,,,,,,,,100
144,2,iap_offer_limit5999,PK_5999,13000,,1511007,3选1每日礼包9,offer1in3,,5999,,,,,120,,,,,,,,,,,,,,60000000,,,,,,,,6000,183,0,,,,3,,,,,,,,100
145,2,iap_offer_limit7999,PK_7999,13000,,1511008,3选1每日礼包10,offer1in3,,7999,,,,,120,,,,,,,,,,,,,,80000000,,,,,,,,8000,188,0,,,,3,,,,,,,,100
146,2,iap_offer_limit9999,PK_9999,13000,,1511009,3选1每日礼包11,offer1in3,,9999,,,,,120,,,,,,,,,,,,,,100000000,,,,,,,,10000,200,0,,,,3,,,,,,,,100
147,1,gp_offer_3day_1,PK_299,14000,,1600001,付费推荐1,offersecond,,299,,,,,,,1,,,,,,,,,,,,30000000,,,,,,,,300,109,1000,,,1,,,,,,,,,100
148,2,iap_offer_3day_1,PK_299,14000,,1601001,付费推荐1,offersecond,,299,,,,,,,1,,,,,,,,,,,,30000000,,,,,,,,300,109,1000,,,1,,,,,,,,,100
149,1,gp_battlepass1,PK_499,35000,,101114,battlePass,battlePass,,499,,,,,,,1,,,,,,,,,,,,0,,,,,,,,500,,,,,1,0,0,0,,,0,,,25
150,1,gp_battlepass3,PK_899,35000,,101115,battlePass,battlePass,,899,,,,,,,1,,,,,,,,,,,,0,,,,,,,,900,,,,,1,0,0,0,,,0,,,25
151,1,gp_battlepass2,PK_1299,35000,,101116,battlePass,battlePass,,1299,,,,,,,,,,,,,,,,,,,0,,,,,,,,1300,,,,,1,0,0,0,,,0,,,25
152,2,iap_battlePass1,PK_499,35000,,102114,battlePass,battlePass,,499,,,,,,,1,,,,,,,,,,,,0,,,,,,,,500,,,,,1,0,0,0,,,0,,,25
153,2,iap_battlePass3,PK_899,35000,,102115,battlePass,battlePass,,899,,,,,,,1,,,,,,,,,,,,0,,,,,,,,900,,,,,1,0,0,0,,,0,,,25
154,2,iap_battlePass2,PK_1299,35000,,102116,battlePass,battlePass,,1299,,,,,,,,,,,,,,,,,,,0,,,,,,,,1300,,,,,1,0,0,0,,,0,,,25
155,1,gp_restore_coins99,PK_99,19000,,1512001,免输返还金币礼包1,restore,,99,,,9,1,,,,,,,,,,,,,,,1000000,,,,,,,,100,,,,,,,,,,,,,,100
156,1,gp_restore_coins1,PK_199,19000,,1512002,免输返还金币礼包2,restore,,199,,,9,1,,,,,,,,,,,,,,,2000000,,,,,,,,200,,,,,,,,,,,,,,100
157,1,gp_restore_coins299,PK_299,19000,,1512003,免输返还金币礼包3,restore,,299,,,9,1,,,,,,,,,,,,,,,3000000,,,,,,,,300,,,,,,,,,,,,,,100
158,1,gp_restore_coins2,PK_499,19000,,1512004,免输返还金币礼包4,restore,,499,,,9,1,,,,,,,,,,,,,,,5000000,,,,,,,,500,,,,,,,,,,,,,,100
159,1,gp_restore_coins799,PK_799,19000,,1512005,免输返还金币礼包5,restore,,799,,,9,1,,,,,,,,,,,,,,,8000000,,,,,,,,800,,,,,,,,,,,,,,100
160,1,gp_restore_coins3,PK_999,19000,,1512006,免输返还金币礼包6,restore,,999,,,9,1,,,,,,,,,,,,,,,10000000,,,,,,,,1000,,,,,,,,,,,,,,100
161,1,gp_restore_coins1299,PK_1299,19000,,1512007,免输返还金币礼包7,restore,,1299,,,9,1,,,,,,,,,,,,,,,13000000,,,,,,,,1300,,,,,,,,,,,,,,100
162,1,gp_restore_coins1499,PK_1499,19000,,1512008,免输返还金币礼包8,restore,,1499,,,9,1,,,,,,,,,,,,,,,15000000,,,,,,,,1500,,,,,,,,,,,,,,100
163,1,gp_restore_coins4,PK_1999,19000,,1512009,免输返还金币礼包9,restore,,1999,,,9,1,,,,,,,,,,,,,,,20000000,,,,,,,,2000,,,,,,,,,,,,,,100
164,1,gp_restore_coins2499,PK_2499,19000,,1512010,免输返还金币礼包10,restore,,2499,,,9,1,,,,,,,,,,,,,,,25000000,,,,,,,,2500,,,,,,,,,,,,,,100
165,1,gp_restore_coins2999,PK_2999,19000,,1512011,免输返还金币礼包11,restore,,2999,,,9,1,,,,,,,,,,,,,,,30000000,,,,,,,,3000,,,,,,,,,,,,,,100
166,1,gp_restore_coins3499,PK_3499,19000,,1512012,免输返还金币礼包12,restore,,3499,,,9,1,,,,,,,,,,,,,,,35000000,,,,,,,,3500,,,,,,,,,,,,,,100
167,1,gp_restore_coins3999,PK_3999,19000,,1512013,免输返还金币礼包13,restore,,3999,,,9,1,,,,,,,,,,,,,,,40000000,,,,,,,,4000,,,,,,,,,,,,,,100
168,1,gp_restore_coins5,PK_4999,19000,,1512014,免输返还金币礼包14,restore,,4999,,,9,1,,,,,,,,,,,,,,,50000000,,,,,,,,5000,,,,,,,,,,,,,,100
169,1,gp_restore_coins5499,PK_5499,19000,,1512015,免输返还金币礼包15,restore,,5499,,,9,1,,,,,,,,,,,,,,,55000000,,,,,,,,5500,,,,,,,,,,,,,,100
170,1,gp_restore_coins7499,PK_7499,19000,,1512016,免输返还金币礼包16,restore,,7499,,,9,1,,,,,,,,,,,,,,,75000000,,,,,,,,7500,,,,,,,,,,,,,,100
171,1,gp_restore_coins6,PK_9999,19000,,1512018,免输返还金币礼包18,restore,,9999,,,9,1,,,,,,,,,,,,,,,100000000,,,,,,,,10000,,,,,,,,,,,,,,100
172,2,iap_restore_coins99,PK_99,19000,,1513001,免输返还金币礼包1,restore,,99,,,9,1,,,,,,,,,,,,,,,1000000,,,,,,,,100,,,,,,,,,,,,,,100
173,2,iap_restore_coins1,PK_199,19000,,1513002,免输返还金币礼包2,restore,,199,,,9,1,,,,,,,,,,,,,,,2000000,,,,,,,,200,,,,,,,,,,,,,,100
174,2,iap_restore_coins299,PK_299,19000,,1513003,免输返还金币礼包3,restore,,299,,,9,1,,,,,,,,,,,,,,,3000000,,,,,,,,300,,,,,,,,,,,,,,100
175,2,iap_restore_coins2,PK_499,19000,,1513004,免输返还金币礼包4,restore,,499,,,9,1,,,,,,,,,,,,,,,5000000,,,,,,,,500,,,,,,,,,,,,,,100
176,2,iap_restore_coins799,PK_799,19000,,1513005,免输返还金币礼包5,restore,,799,,,9,1,,,,,,,,,,,,,,,8000000,,,,,,,,800,,,,,,,,,,,,,,100
177,2,iap_restore_coins3,PK_999,19000,,1513006,免输返还金币礼包6,restore,,999,,,9,1,,,,,,,,,,,,,,,10000000,,,,,,,,1000,,,,,,,,,,,,,,100
178,2,iap_restore_coins1299,PK_1299,19000,,1513007,免输返还金币礼包7,restore,,1299,,,9,1,,,,,,,,,,,,,,,13000000,,,,,,,,1300,,,,,,,,,,,,,,100
179,2,iap_restore_coins1499,PK_1499,19000,,1513008,免输返还金币礼包8,restore,,1499,,,9,1,,,,,,,,,,,,,,,15000000,,,,,,,,1500,,,,,,,,,,,,,,100
180,2,iap_restore_coins4,PK_1999,19000,,1513009,免输返还金币礼包9,restore,,1999,,,9,1,,,,,,,,,,,,,,,20000000,,,,,,,,2000,,,,,,,,,,,,,,100
181,2,iap_restore_coins2499,PK_2499,19000,,1513010,免输返还金币礼包10,restore,,2499,,,9,1,,,,,,,,,,,,,,,25000000,,,,,,,,2500,,,,,,,,,,,,,,100
182,2,iap_restore_coins2999,PK_2999,19000,,1513011,免输返还金币礼包11,restore,,2999,,,9,1,,,,,,,,,,,,,,,30000000,,,,,,,,3000,,,,,,,,,,,,,,100
183,2,iap_restore_coins3499,PK_3499,19000,,1513012,免输返还金币礼包12,restore,,3499,,,9,1,,,,,,,,,,,,,,,35000000,,,,,,,,3500,,,,,,,,,,,,,,100
184,2,iap_restore_coins3999,PK_3999,19000,,1513013,免输返还金币礼包13,restore,,3999,,,9,1,,,,,,,,,,,,,,,40000000,,,,,,,,4000,,,,,,,,,,,,,,100
185,2,iap_restore_coins5,PK_4999,19000,,1513014,免输返还金币礼包14,restore,,4999,,,9,1,,,,,,,,,,,,,,,50000000,,,,,,,,5000,,,,,,,,,,,,,,100
186,2,iap_restore_coins5499,PK_5499,19000,,1513015,免输返还金币礼包15,restore,,5499,,,9,1,,,,,,,,,,,,,,,55000000,,,,,,,,5500,,,,,,,,,,,,,,100
187,2,iap_restore_coins7499,PK_7499,19000,,1513016,免输返还金币礼包16,restore,,7499,,,9,1,,,,,,,,,,,,,,,75000000,,,,,,,,7500,,,,,,,,,,,,,,100
188,2,iap_restore_coins60,PK_9999,19000,,1513018,免输返还金币礼包18,restore,,9999,,,9,1,,,,,,,,,,,,,,,100000000,,,,,,,,10000,,,,,,,,,,,,,,100
189,1,gp_hunt_99,PK_99,31000,,130095,hunt礼包第1档,hunt,,99,,,,,,,,,,,,,,,,,,,0,,,,,,,,100,100,,,,,,,,,,,,,100
190,1,gp_hunt_199,PK_199,31000,,130096,hunt礼包第2档,hunt,,199,,,,,,,,,,,,,,,,,,,0,,,,,,,,200,100,,,,,,,,,,,,,100
191,1,gp_hunt_1,PK_299,31000,,130097,hunt礼包第3档,hunt,,299,,,,,,,,,,,,,,,,,,,0,,,,,,,,300,109,,,,,,,,,,,,,100
192,1,gp_hunt_2,PK_399,31000,,130098,hunt礼包第4档,hunt,,399,,,,,,,,,,,,,,,,,,,0,,,,,,,,400,114,,,,,,,,,,,,,100
193,1,gp_hunt_499,PK_499,31000,,130099,hunt礼包第5档,hunt,,499,,,,,,,,,,,,,,,,,,,0,,,,,,,,500,119,,,,,,,,,,,,,100
194,1,gp_hunt_599,PK_599,31000,,130100,hunt礼包第6档,hunt,,599,,,,,,,,,,,,,,,,,,,0,,,,,,,,600,119,,,,,,,,,,,,,100
195,1,gp_hunt_699,PK_699,31000,,130101,hunt礼包第7档,hunt,,699,,,,,,,,,,,,,,,,,,,0,,,,,,,,700,124,,,,,,,,,,,,,100
196,1,gp_hunt_3,PK_799,31000,,130102,hunt礼包第8档,hunt,,799,,,,,,,,,,,,,,,,,,,0,,,,,,,,800,129,,,,,,,,,,,,,100
197,1,gp_hunt_4,PK_899,31000,,130103,hunt礼包第9档,hunt,,899,,,,,,,,,,,,,,,,,,,0,,,,,,,,900,134,,,,,,,,,,,,,100
198,1,gp_hunt_999,PK_999,31000,,130104,hunt礼包第10档,hunt,,999,,,,,,,,,,,,,,,,,,,0,,,,,,,,1000,139,,,,,,,,,,,,,100
199,1,gp_hunt_5,PK_1299,31000,,130105,hunt礼包第11档,hunt,,1299,,,,,,,,,,,,,,,,,,,0,,,,,,,,1300,149,,,,,,,,,,,,,100
200,1,gp_hunt_6,PK_1499,31000,,130106,hunt礼包第12档,hunt,,1499,,,,,,,,,,,,,,,,,,,0,,,,,,,,1500,154,,,,,,,,,,,,,100
201,1,gp_hunt_1799,PK_1799,31000,,130107,hunt礼包第13档,hunt,,1799,,,,,,,,,,,,,,,,,,,0,,,,,,,,1800,158,,,,,,,,,,,,,100
202,1,gp_hunt_1999,PK_1999,31000,,130108,hunt礼包第14档,hunt,,1999,,,,,,,,,,,,,,,,,,,0,,,,,,,,2000,158,,,,,,,,,,,,,100
203,1,gp_hunt_2499,PK_2499,31000,,130109,hunt礼包第15档,hunt,,2499,,,,,,,,,,,,,,,,,,,0,,,,,,,,2500,163,,,,,,,,,,,,,100
204,1,gp_hunt_2999,PK_2999,31000,,130110,hunt礼包第16档,hunt,,2999,,,,,,,,,,,,,,,,,,,0,,,,,,,,3000,163,,,,,,,,,,,,,100
205,1,gp_hunt_3499,PK_3499,31000,,130111,hunt礼包第17档,hunt,,3499,,,,,,,,,,,,,,,,,,,0,,,,,,,,3500,168,,,,,,,,,,,,,100
206,1,gp_hunt_3999,PK_3999,31000,,130112,hunt礼包第18档,hunt,,3999,,,,,,,,,,,,,,,,,,,0,,,,,,,,4000,173,,,,,,,,,,,,,100
207,1,gp_hunt_4499,PK_4499,31000,,130113,hunt礼包第19档,hunt,,4499,,,,,,,,,,,,,,,,,,,0,,,,,,,,4500,178,,,,,,,,,,,,,100
208,1,gp_hunt_4999,PK_4999,31000,,130114,hunt礼包第20档,hunt,,4999,,,,,,,,,,,,,,,,,,,0,,,,,,,,5000,178,,,,,,,,,,,,,100
209,1,gp_hunt_5999,PK_5999,31000,,130115,hunt礼包第21档,hunt,,5999,,,,,,,,,,,,,,,,,,,0,,,,,,,,6000,183,,,,,,,,,,,,,100
210,1,gp_hunt_6999,PK_6999,31000,,130116,hunt礼包第22档,hunt,,6999,,,,,,,,,,,,,,,,,,,0,,,,,,,,7000,183,,,,,,,,,,,,,100
211,1,gp_hunt_7999,PK_7999,31000,,130117,hunt礼包第23档,hunt,,7999,,,,,,,,,,,,,,,,,,,0,,,,,,,,8000,188,,,,,,,,,,,,,100
212,1,gp_hunt_8999,PK_8999,31000,,130118,hunt礼包第24档,hunt,,8999,,,,,,,,,,,,,,,,,,,0,,,,,,,,9000,193,,,,,,,,,,,,,100
213,1,gp_hunt_9999,PK_9999,31000,,130119,hunt礼包第25档,hunt,,9999,,,,,,,,,,,,,,,,,,,0,,,,,,,,10000,200,,,,,,,,,,,,,100
214,2,iap_hunt_99,PK_99,31000,,141002,hunt礼包第1档,hunt,,99,,,,,,,,,,,,,,,,,,,0,,,,,,,,100,100,,,,,,,,,,,,,100
215,2,iap_hunt_199,PK_199,31000,,141003,hunt礼包第2档,hunt,,199,,,,,,,,,,,,,,,,,,,0,,,,,,,,200,100,,,,,,,,,,,,,100
216,2,iap_hunt_1,PK_299,31000,,141004,hunt礼包第3档,hunt,,299,,,,,,,,,,,,,,,,,,,0,,,,,,,,300,109,,,,,,,,,,,,,100
217,2,iap_hunt_2,PK_399,31000,,141005,hunt礼包第4档,hunt,,399,,,,,,,,,,,,,,,,,,,0,,,,,,,,400,114,,,,,,,,,,,,,100
218,2,iap_hunt_499,PK_499,31000,,141006,hunt礼包第5档,hunt,,499,,,,,,,,,,,,,,,,,,,0,,,,,,,,500,119,,,,,,,,,,,,,100
219,2,iap_hunt_599,PK_599,31000,,141007,hunt礼包第6档,hunt,,599,,,,,,,,,,,,,,,,,,,0,,,,,,,,600,119,,,,,,,,,,,,,100
220,2,iap_hunt_699,PK_699,31000,,141008,hunt礼包第7档,hunt,,699,,,,,,,,,,,,,,,,,,,0,,,,,,,,700,124,,,,,,,,,,,,,100
221,2,iap_hunt_3,PK_799,31000,,141009,hunt礼包第8档,hunt,,799,,,,,,,,,,,,,,,,,,,0,,,,,,,,800,129,,,,,,,,,,,,,100
222,2,iap_hunt_4,PK_899,31000,,141010,hunt礼包第9档,hunt,,899,,,,,,,,,,,,,,,,,,,0,,,,,,,,900,134,,,,,,,,,,,,,100
223,2,iap_hunt_999,PK_999,31000,,141011,hunt礼包第10档,hunt,,999,,,,,,,,,,,,,,,,,,,0,,,,,,,,1000,139,,,,,,,,,,,,,100
224,2,iap_hunt_5,PK_1299,31000,,141012,hunt礼包第11档,hunt,,1299,,,,,,,,,,,,,,,,,,,0,,,,,,,,1300,149,,,,,,,,,,,,,100
225,2,iap_hunt_6,PK_1499,31000,,141013,hunt礼包第12档,hunt,,1499,,,,,,,,,,,,,,,,,,,0,,,,,,,,1500,154,,,,,,,,,,,,,100
226,2,iap_hunt_1799,PK_1799,31000,,141014,hunt礼包第13档,hunt,,1799,,,,,,,,,,,,,,,,,,,0,,,,,,,,1800,158,,,,,,,,,,,,,100
227,2,iap_hunt_1999,PK_1999,31000,,141015,hunt礼包第14档,hunt,,1999,,,,,,,,,,,,,,,,,,,0,,,,,,,,2000,158,,,,,,,,,,,,,100
228,2,iap_hunt_2499,PK_2499,31000,,141016,hunt礼包第15档,hunt,,2499,,,,,,,,,,,,,,,,,,,0,,,,,,,,2500,163,,,,,,,,,,,,,100
229,2,iap_hunt_2999,PK_2999,31000,,141017,hunt礼包第16档,hunt,,2999,,,,,,,,,,,,,,,,,,,0,,,,,,,,3000,163,,,,,,,,,,,,,100
230,2,iap_hunt_3499,PK_3499,31000,,141018,hunt礼包第17档,hunt,,3499,,,,,,,,,,,,,,,,,,,0,,,,,,,,3500,168,,,,,,,,,,,,,100
231,2,iap_hunt_3999,PK_3999,31000,,141019,hunt礼包第18档,hunt,,3999,,,,,,,,,,,,,,,,,,,0,,,,,,,,4000,173,,,,,,,,,,,,,100
232,2,iap_hunt_4499,PK_4499,31000,,141020,hunt礼包第19档,hunt,,4499,,,,,,,,,,,,,,,,,,,0,,,,,,,,4500,178,,,,,,,,,,,,,100
233,2,iap_hunt_4999,PK_4999,31000,,141021,hunt礼包第20档,hunt,,4999,,,,,,,,,,,,,,,,,,,0,,,,,,,,5000,178,,,,,,,,,,,,,100
234,2,iap_hunt_5999,PK_5999,31000,,141022,hunt礼包第21档,hunt,,5999,,,,,,,,,,,,,,,,,,,0,,,,,,,,6000,183,,,,,,,,,,,,,100
235,2,iap_hunt_6999,PK_6999,31000,,141023,hunt礼包第22档,hunt,,6999,,,,,,,,,,,,,,,,,,,0,,,,,,,,7000,183,,,,,,,,,,,,,100
236,2,iap_hunt_7999,PK_7999,31000,,141024,hunt礼包第23档,hunt,,7999,,,,,,,,,,,,,,,,,,,0,,,,,,,,8000,188,,,,,,,,,,,,,100
237,2,iap_hunt_8999,PK_8999,31000,,141025,hunt礼包第24档,hunt,,8999,,,,,,,,,,,,,,,,,,,0,,,,,,,,9000,193,,,,,,,,,,,,,100
238,2,iap_hunt_9999,PK_9999,31000,,141026,hunt礼包第25档,hunt,,9999,,,,,,,,,,,,,,,,,,,0,,,,,,,,10000,200,,,,,,,,,,,,,100
239,1,gp_new_bag_1,sp_1,,,26,真新手礼包,,,,78,,,,,,1,,,,,,,,,,,,72000000,,,40002,8,,10010,1,0,,,,,1,0,0,0,,,0,,,100
240,2,iap_30,sp_30,,,126,真新手礼包,,,,78,,,,,,1,,,,,,,,,,,,72000000,,,40002,8,,10010,1,0,,,,,1,0,0,0,,,0,,,100
241,1,gp_bag_v2v3_3,sp_3,,,28,vip直升礼包,,,,55,,,,,,,,,1,,,,,,,,,222000000,604800,50002,,,,,,0,,100,14000,,1,0,0,0,,,0,,,100
242,2,iap_bag_v2v3_3,sp_3,,,128,vip直升礼包,,,,55,,,,,,,,,1,,,,,,,,,222000000,604800,50002,,,,,,0,,100,14000,,1,0,0,0,,,0,,,100
243,1,gp_league_coins1,PK_199,6000,,41,联赛礼包1,league,,199,,,,,100,,,,2,,,,,,,,,,,,,,,,,,200,100,,,,1,3,0,0,,,0,,,100
244,1,gp_league_coins2,PK_499,6000,,42,联赛礼包2,league,,499,,,,,100,,,,2,,,,,,,,,,,,,,,,,,500,119,,,,1,3,0,0,,,0,,,100
245,1,gp_league_coins3,PK_999,6000,,43,联赛礼包3,league,,999,,,,,100,,,,2,,,,,,,,,,,,,,,,,,1000,139,,,,1,3,0,0,,,0,,,100
246,1,gp_league_coins4,PK_1999,6000,,44,联赛礼包4,league,,1999,,,,,100,,,,2,,,,,,,,,,,,,,,,,,2000,158,,,,1,3,0,0,,,0,,,100
247,1,gp_league_coins5,PK_4999,6000,,45,联赛礼包5,league,,4999,,,,,100,,,,2,,,,,,,,,,,,,,,,,,5000,178,,,,1,3,0,0,,,0,,,100
248,1,gp_league_coins6,PK_9999,6000,,46,联赛礼包6,league,,9999,,,,,100,,,,2,,,,,,,,,,,,,,,,,,10000,200,,,,1,3,0,0,,,0,,,100
249,2,iap_league_coins1,PK_199,6000,,141,联赛礼包1,league,,199,,,,,100,,,,2,,,,,,,,,,,,,,,,,,200,100,,,,1,3,0,0,,,0,,,100
250,2,iap_league_coins2,PK_499,6000,,142,联赛礼包2,league,,499,,,,,100,,,,2,,,,,,,,,,,,,,,,,,500,119,,,,1,3,0,0,,,0,,,100
251,2,iap_league_coins3,PK_999,6000,,143,联赛礼包3,league,,999,,,,,100,,,,2,,,,,,,,,,,,,,,,,,1000,139,,,,1,3,0,0,,,0,,,100
252,2,iap_league_coins4,PK_1999,6000,,144,联赛礼包4,league,,1999,,,,,100,,,,2,,,,,,,,,,,,,,,,,,2000,158,,,,1,3,0,0,,,0,,,100
253,2,iap_league_coins5,PK_4999,6000,,145,联赛礼包5,league,,4999,,,,,100,,,,2,,,,,,,,,,,,,,,,,,5000,178,,,,1,3,0,0,,,0,,,100
254,2,iap_league_coins6,PK_9999,6000,,146,联赛礼包6,league,,9999,,,,,100,,,,2,,,,,,,,,,,,,,,,,,10000,200,,,,1,3,0,0,,,0,,,100
255,1,gp_noviceoffer,PK_299,10000,,230101,新手礼包,novice,,299,,,,,,,,,,,,,,,,,,,0,,,,,,,,300,109,,,,1,0,0,0,,,,,,100
256,2,iap_noviceoffer,PK_299,10000,,241008,新手礼包,novice,,299,,,,,,,,,,,,,,,,,,,0,,,,,,,,300,109,,,,1,0,0,0,,,,,,100
257,1,gp_novicelogin,PK_99,,,230102,新手签到,novice,,99,,,,,,,,,,,,,,,,,,,0,,,,,,,,100,100,,,,1,0,0,0,,,,,,100
258,2,iap_novicelogin,PK_99,,,241009,新手签到,novice,,99,,,,,,,,,,,,,,,,,,,0,,,,,,,,100,100,,,,1,0,0,0,,,,,,100
259,1,gp_noviceoffer199,PK_199,10000,,230103,新手礼包,novice,,199,,,,,,,,,,,,,,,,,,,0,,,,,,,,200,100,,,,1,0,0,0,,,,,,100
260,2,iap_noviceoffer199,PK_199,10000,,241010,新手礼包,novice,,199,,,,,,,,,,,,,,,,,,,0,,,,,,,,200,100,,,,1,0,0,0,,,,,,100
261,1,gp_novicebag199,PK_199,10000,,230104,新手礼包,novice,,199,,,,,,,,,,,,,,,,,,,0,,,,,,,,200,100,,,,1,0,0,0,,,,,,100
262,2,iap_novicebag199,PK_199,11000,,241011,新手礼包,novice,,199,,,,,,,,,,,,,,,,,,,0,,,,,,,,200,100,,,,1,0,0,0,,,,,,100
263,1,gp_beerleft_99,PK_99,32000,,230201,啤酒礼包左1,beerleft1,,99,,,,,,,,,,,,,,,,,,,0,,,,,,,,100,100,,,,,,,,,,,,,100
264,1,gp_beerleft_199,PK_199,32000,,230202,啤酒礼包左2,beerleft2,,199,,,,,,,,,,,,,,,,,,,0,,,,,,,,200,100,,,,,,,,,,,,,100
265,1,gp_beerleft_299,PK_299,32000,,230203,啤酒礼包左3,beerleft3,,299,,,,,,,,,,,,,,,,,,,0,,,,,,,,300,100,,,,,,,,,,,,,100
266,1,gp_beerleft_399,PK_399,32000,,230204,啤酒礼包左4,beerleft4,,399,,,,,,,,,,,,,,,,,,,0,,,,,,,,400,100,,,,,,,,,,,,,100
267,1,gp_beerleft_499,PK_499,32000,,230205,啤酒礼包左5,beerleft5,,499,,,,,,,,,,,,,,,,,,,0,,,,,,,,500,100,,,,,,,,,,,,,100
268,1,gp_beerleft_599,PK_599,32000,,230206,啤酒礼包左6,beerleft6,,599,,,,,,,,,,,,,,,,,,,0,,,,,,,,600,100,,,,,,,,,,,,,100
269,1,gp_beerleft_699,PK_699,32000,,230207,啤酒礼包左7,beerleft7,,699,,,,,,,,,,,,,,,,,,,0,,,,,,,,700,100,,,,,,,,,,,,,100
270,1,gp_beerleft_799,PK_799,32000,,230208,啤酒礼包左8,beerleft8,,799,,,,,,,,,,,,,,,,,,,0,,,,,,,,800,100,,,,,,,,,,,,,100
271,1,gp_beerleft_899,PK_899,32000,,230209,啤酒礼包左9,beerleft9,,899,,,,,,,,,,,,,,,,,,,0,,,,,,,,900,100,,,,,,,,,,,,,100
272,1,gp_beerleft_999,PK_999,32000,,230210,啤酒礼包左10,beerleft10,,999,,,,,,,,,,,,,,,,,,,0,,,,,,,,1000,100,,,,,,,,,,,,,100
273,1,gp_beerleft_1099,PK_1099,32000,,230211,啤酒礼包左11,beerleft11,,1099,,,,,,,,,,,,,,,,,,,0,,,,,,,,1100,100,,,,,,,,,,,,,100
274,1,gp_beerleft_1199,PK_1199,32000,,230212,啤酒礼包左12,beerleft12,,1199,,,,,,,,,,,,,,,,,,,0,,,,,,,,1200,100,,,,,,,,,,,,,100
275,1,gp_beerleft_1299,PK_1299,32000,,230213,啤酒礼包左13,beerleft13,,1299,,,,,,,,,,,,,,,,,,,0,,,,,,,,1300,100,,,,,,,,,,,,,100
276,1,gp_beerleft_1399,PK_1399,32000,,230214,啤酒礼包左14,beerleft14,,1399,,,,,,,,,,,,,,,,,,,0,,,,,,,,1400,100,,,,,,,,,,,,,100
277,1,gp_beerleft_1499,PK_1499,32000,,230215,啤酒礼包左15,beerleft15,,1499,,,,,,,,,,,,,,,,,,,0,,,,,,,,1500,100,,,,,,,,,,,,,100
278,1,gp_beerleft_1999,PK_1999,32000,,230216,啤酒礼包左16,beerleft16,,1999,,,,,,,,,,,,,,,,,,,0,,,,,,,,2000,100,,,,,,,,,,,,,100
279,1,gp_beerleft_2499,PK_2499,32000,,230217,啤酒礼包左17,beerleft17,,2499,,,,,,,,,,,,,,,,,,,0,,,,,,,,2500,100,,,,,,,,,,,,,100
280,1,gp_beerleft_2999,PK_2999,32000,,230218,啤酒礼包左18,beerleft18,,2999,,,,,,,,,,,,,,,,,,,0,,,,,,,,3000,100,,,,,,,,,,,,,100
281,1,gp_beerleft_3499,PK_3499,32000,,230219,啤酒礼包左19,beerleft19,,3499,,,,,,,,,,,,,,,,,,,0,,,,,,,,3500,100,,,,,,,,,,,,,100
282,1,gp_beerleft_3999,PK_3999,32000,,230220,啤酒礼包左20,beerleft20,,3999,,,,,,,,,,,,,,,,,,,0,,,,,,,,4000,100,,,,,,,,,,,,,100
283,1,gp_beerleft_4999,PK_4999,32000,,230221,啤酒礼包左21,beerleft21,,4999,,,,,,,,,,,,,,,,,,,0,,,,,,,,5000,100,,,,,,,,,,,,,100
284,1,gp_beerleft_5499,PK_5499,32000,,230222,啤酒礼包左22,beerleft22,,5499,,,,,,,,,,,,,,,,,,,0,,,,,,,,5500,100,,,,,,,,,,,,,100
285,1,gp_beerleft_7499,PK_7499,32000,,230223,啤酒礼包左23,beerleft23,,7499,,,,,,,,,,,,,,,,,,,0,,,,,,,,7500,100,,,,,,,,,,,,,100
286,1,gp_beerleft_9999,PK_9999,32000,,230224,啤酒礼包左24,beerleft24,,9999,,,,,,,,,,,,,,,,,,,0,,,,,,,,10000,100,,,,,,,,,,,,,100
287,1,gp_beerright_99,PK_99,32000,,230225,啤酒礼包右1,beerright1,,99,,,,,,,,,,,,,,,,,,,0,,,,,,,,100,100,,,,,,,,,,,,,100
288,1,gp_beerright_199,PK_199,32000,,230226,啤酒礼包右2,beerright2,,199,,,,,,,,,,,,,,,,,,,0,,,,,,,,200,100,,,,,,,,,,,,,100
289,1,gp_beerright_299,PK_299,32000,,230227,啤酒礼包右3,beerright3,,299,,,,,,,,,,,,,,,,,,,0,,,,,,,,300,100,,,,,,,,,,,,,100
290,1,gp_beerright_399,PK_399,32000,,230228,啤酒礼包右4,beerright4,,399,,,,,,,,,,,,,,,,,,,0,,,,,,,,400,100,,,,,,,,,,,,,100
291,1,gp_beerright_499,PK_499,32000,,230229,啤酒礼包右5,beerright5,,499,,,,,,,,,,,,,,,,,,,0,,,,,,,,500,100,,,,,,,,,,,,,100
