_excel_row,cardId,cardName,isPrestige,seasonId,cardChapter,sortNo,starLevel,type,jokerTrade,jokerCutdown,ItemId,isTrade,weight_10_0,weight_10_1,weight_10_2,weight_10_3,weight_10_4,weight_10_5,weight_10_6,weight_10_7,weight_10_8,weight_10_9
275,121304,Owl,0,2,213,4,4,1,0,0,0,1,20,100,20,100,20,100,20,100,20,100
276,121305,Deer,0,2,213,5,4,1,0,0,0,1,100,20,100,20,100,20,100,20,100,20
277,121306,Fox,0,2,213,6,5,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
278,121307,Ducks,0,2,213,7,4,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
279,121308,Phoenix,0,2,213,8,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
280,121401,Daisy,0,2,214,1,3,1,0,0,0,1,100,50,100,50,100,50,100,50,100,50
281,121402,Marigold,0,2,214,2,3,1,0,0,0,1,50,100,50,100,50,100,50,100,50,100
282,121403,Camellia,0,2,214,3,4,1,0,0,0,1,100,50,100,50,100,50,100,50,100,50
283,121404,Dahlia,0,2,214,4,4,1,0,0,0,1,50,100,50,100,50,100,50,100,50,100
284,121405,Sunflower,0,2,214,5,5,1,0,0,0,1,100,50,100,50,100,50,100,50,100,50
285,121406,Aster,0,2,214,6,5,1,0,0,0,1,50,100,50,100,50,100,50,100,50,100
286,121407,Bouquet,0,2,214,7,4,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
287,121408,Gold Rose,0,2,214,8,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
288,121501,Produce,0,2,215,1,3,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
289,121502,Tomatoes,0,2,215,2,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
290,121503,Fresh Bread,0,2,215,3,4,1,0,0,0,1,50,100,50,100,50,100,50,100,50,100
291,121504,Picnic Basket,0,2,215,4,4,1,0,0,0,1,100,50,100,50,100,50,100,50,100,50
292,121505,Cheese Wedge,0,2,215,5,5,1,0,0,0,1,50,100,50,100,50,100,50,100,50,100
293,121506,Honey,0,2,215,6,5,1,0,0,0,1,100,50,100,50,100,50,100,50,100,50
294,121507,Guitar,0,2,215,7,4,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
295,121508,Organic,0,2,215,8,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
296,121601,Pumpkin Decor,0,2,216,1,3,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
297,121602,Quilt,0,2,216,2,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
298,121603,Pillows,0,2,216,3,4,1,0,0,0,1,100,50,100,50,100,50,100,50,100,50
299,121604,Radio,0,2,216,4,5,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
300,121605,Candle,0,2,216,5,5,1,0,0,0,1,100,50,100,50,100,50,100,50,100,50
301,121606,Wreath,0,2,216,6,4,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
302,121607,Hearth,0,2,216,7,4,2,0,0,0,0,100,50,100,50,100,50,100,50,100,50
303,121608,Table Setting,0,2,216,8,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
304,121701,Landscape,0,2,217,1,3,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
305,121702,Leaf Drawing,0,2,217,2,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
306,121703,Knitting,0,2,217,3,5,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
307,121704,Art Room,0,2,217,4,5,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
308,121705,Pottery,0,2,217,5,5,1,0,0,0,1,100,20,100,20,100,20,100,20,100,20
309,121706,Leaf Rubbing,0,2,217,6,4,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
310,121707,Camera,0,2,217,7,4,2,0,0,0,0,100,20,100,20,100,20,100,20,100,20
311,121708,Sculpture,0,2,217,8,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
312,121801,Guitarist,0,2,218,1,3,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
313,121802,Violin,0,2,218,2,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
314,121803,Singer,0,2,218,3,5,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
315,121804,Fiddler,0,2,218,4,5,1,0,0,0,1,100,50,100,50,100,50,100,50,100,50
316,121805,Piano,0,2,218,5,4,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
317,121806,Sax,0,2,218,6,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
318,121807,Poster,0,2,218,7,5,2,0,0,0,0,100,50,100,50,100,50,100,50,100,50
319,121808,CD Player,0,2,218,8,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
320,121901,Yard Work,0,2,219,1,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
321,121902,Corn Harvest,0,2,219,2,5,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
322,121903,Scrapbook,0,2,219,3,5,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
323,121904,Board Game,0,2,219,4,4,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
324,121905,Fireplace,0,2,219,5,4,2,0,0,0,0,100,50,100,50,100,50,100,50,100,50
325,121906,Closet,0,2,219,6,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
326,121907,Parade,0,2,219,7,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
327,121908,Fall Walk,0,2,219,8,5,2,0,0,0,0,100,20,100,20,100,20,100,20,100,20
328,122001,Wrench,1,2,220,1,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
329,122002,Pliers,1,2,220,2,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
330,122003,Hammer,1,2,220,3,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
331,122004,Screwdriver,1,2,220,4,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
332,122005,Hoe,1,2,220,5,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
333,122006,Shovel,1,2,220,6,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
334,122007,Wheelbarrow,1,2,220,7,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
335,122008,Toolbox,1,2,220,8,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
336,122101,Tractor,1,2,221,1,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
337,122102,Plow,1,2,221,2,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
338,122103,Seeder,1,2,221,3,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
339,122104,Harrow,1,2,221,4,4,1,0,0,0,1,100,100,100,100,100,100,100,100,100,100
340,122105,Mower,1,2,221,5,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
341,122106,Baler,1,2,221,6,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
342,122107,Sprayer,1,2,221,7,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
343,122108,Grain Cart,1,2,221,8,5,2,0,0,0,0,100,100,100,100,100,100,100,100,100,100
