_excel_row,itemID,name,name_zh,itemType,param1,maxNum,ticketMatchID,desc,_comm,icon,iconNew,validTimeSecond,phoneCardMoney,rewardChip,rewardDiamond,rewardItemNum,reward_itemid_5_0,reward_itemcount_5_0,reward_itemid_5_1,reward_itemcount_5_1,reward_itemid_5_2,reward_itemcount_5_2,reward_itemid_5_3,reward_itemcount_5_3,reward_itemid_5_4,reward_itemcount_5_4,scoreAddition,itemDuration,itemEndTime
200,70051,,存钱罐礼包14,4,,,,,,,,,,150500000,,,,,,,,,,,,,,,
201,80001,#PItem71,斋月拉丝糖,18,,999999,,,,candies,,,,,,,,,,,,,,,,,,,
202,80002,#PItem72,古尔邦节冰淇淋,18,,999999,,,,ice_cream,,,,,,,,,,,,,,,,,,,
203,80003,#PItem73,pass收集物品,18,,9999999,,,,pass_beer,,,,,,,,,,,,,,,,,,,
204,90001,,联赛积分加成,18,,999999,,,,liansaijiacheng,,,,,,,,,,,,,,,,,,,2023-02-14 05:00:00
205,90002,,金色气泡,18,,999999,,,,jinseqipao,,,,,,,,,,,,,,,,,,,2023-02-14 05:00:00
206,90003,,刮刮卡JACKPOT收集道具,18,,999999,,,,jackpot,,,,,,,,,,,,,,,,,,,
207,1001,cake,蛋糕,1,,999999,,,,cake,,,,,,,,,,,,,,,,,,,
208,1002,heart,心,1,,999999,,,,heart,,,,,,,,,,,,,,,,,,,
209,1003,Roadster,跑车,1,,999999,,,,Roadster,,,,,,,,,,,,,,,,,,,
210,1004,Houseboat,游艇,1,,999999,,,,Houseboat,,,,,,,,,,,,,,,,,,,
211,1005,Castle,城堡,1,,999999,,,,Castle,,,,,,,,,,,,,,,,,,,
212,130001,Necklace,项链,24,,999999,,,,Necklace,,,,,,,,,,,,,,,,,,,
213,130002,Flower,玫瑰,24,,999999,,,,Flower,,,,,,,,,,,,,,,,,,,
214,130003,bombs,炸弹,24,,999999,,,,bombs,,,,,,,,,,,,,,,,,,,
215,130004,like,赞,24,,999999,,,,like,,,,,,,,,,,,,,,,,,,
216,130005,Punch,击拳,24,,999999,,,,Punch,,,,,,,,,,,,,,,,,,,
217,130006,Bucket,水桶,24,,999999,,,,Bucket,,,,,,,,,,,,,,,,,,,
218,130007,Juicy 3,果汁3,24,,999999,,,,Juicy 3,,,,,,,,,,,,,,,,,,,
219,130008,Clap,鼓掌,24,,999999,,,,Clap,,,,,,,,,,,,,,,,,,,
220,130009,Ring,戒指,24,,999999,,,,Ring,,,,,,,,,,,,,,,,,,,
221,130010,Poo,便便,24,,999999,,,,Poo,,,,,,,,,,,,,,,,,,,
222,130011,Fish,鱼,24,,999999,,,,Fish,,,,,,,,,,,,,,,,,,,
223,130012,Turtle,乌龟,24,,999999,,,,Turtle,,,,,,,,,,,,,,,,,,,
224,130013,Kiss,吻,24,,999999,,,,Kiss,,,,,,,,,,,,,,,,,,,
225,130014,heart,心,24,,999999,,,,heart,,,,,,,,,,,,,,,,,,,
226,130015,head,帽子,24,,999999,,,,head,,,,,,,,,,,,,,,,,,,
227,130016,donkey,驴,24,,999999,,,,donkey,,,,,,,,,,,,,,,,,,,
228,130017,snake,蛇,24,,999999,,,,snake,,,,,,,,,,,,,,,,,,,
229,130018,chocolate,巧克力,24,,999999,,,,chocolate,,,,,,,,,,,,,,,,,,,
230,130019,Dolls,玩偶,24,,999999,,,,Dolls,,,,,,,,,,,,,,,,,,,
231,130020,hot dog,热狗,24,,999999,,,,hot dog,,,,,,,,,,,,,,,,,,,
232,130021,Juicy 1,果汁1,24,,999999,,,,Juicy 1,,,,,,,,,,,,,,,,,,,
233,130022,Juicy 2,果汁2,24,,999999,,,,Juicy 2,,,,,,,,,,,,,,,,,,,
234,130023,Coffee,咖啡,24,,999999,,,,Coffee,,,,,,,,,,,,,,,,,,,
235,130024,Beer,啤酒,24,,999999,,,,Beer,,,,,,,,,,,,,,,,,,,
236,130025,Snail,蜗牛,24,,999999,,,,Snail,,,,,,,,,,,,,,,,,,,
237,130026,egg,鸡蛋,24,,999999,,,,Juicy 1,,,,,,,,,,,,,,,,,,,
238,130027,tea,红茶,24,,999999,,,,Juicy 2,,,,,,,,,,,,,,,,,,,
239,130028,Halloween candy,万圣节-糖果,24,,999999,,,,Coffee,,,,,,,,,,,,,,,,,,,
240,130029,Halloween pumpkin,万圣节-南瓜,24,,999999,,,,Beer,,,,,,,,,,,,,,,,,,,
241,140001, Spades Shark ,黑桃鲨,25,,1,,#AchievementTitle9,,SpadesShark,,,,,,,,,,,,,,,,,,,
242,140002,Big Winner,大赢家,25,,1,,#AchievementTitle10,,BigWinner,,,,,,,,,,,,,,,,,,,
243,140003,Money Magnet,金钱磁铁,25,,1,,#AchievementTitle11,,MoneyMagnet,,,,,,,,,,,,,,,,,,,
244,140004,Spades Ace ,黑桃 A,25,,1,,#AchievementTitle12,,SpadesAce,,,,,,,,,,,,,,,,,,,
245,140005,Nil Ninja,零点忍者,25,,1,,#AchievementTitle13,,NilNinja,,,,,,,,,,,,,,,,,,,
246,140006,Risk Taker,冒险家,25,,1,,#AchievementTitle14,,RiskTaker,,,,,,,,,,,,,,,,,,,
247,170001,FunEmoji-Heart,心-表情道具,28,,999999,,#FunEmojiContent1,,FunEmoji-Heart,FunEmoji-Heart_new,,,,,,,,,,,,,,,,,,
248,170002,FunEmoji-Turtle,乌龟-表情道具,28,,999999,,#FunEmojiContent2,,FunEmoji-Turtle,FunEmoji-Turtle_new,,,,,,,,,,,,,,,,,,
249,170003,FunEmoji-Like,赞-表情道具,28,,999999,,#FunEmojiContent3,,FunEmoji-Like,FunEmoji-Like_new,,,,,,,,,,,,,,,,,,
250,170004,FunEmoji-Poo,便便-表情道具,28,,999999,,#FunEmojiContent4,,FunEmoji-Poo,FunEmoji-Poo_new,,,,,,,,,,,,,,,,,,
251,170005,FunEmoji-Flower,花-表情道具,28,,999999,,#FunEmojiContent5,,FunEmoji-Flower,FunEmoji-Flower_new,,,,,,,,,,,,,,,,,,
252,170006,FunEmoji-Candy,糖果-表情道具,28,,999999,,#FunEmojiContent6,,FunEmoji-Candy,FunEmoji-Candy_new,,,,,,,,,,,,,,,,,,
253,170007,FunEmoji-Pumpkin,南瓜-表情道具,28,,999999,,#FunEmojiContent7,,FunEmoji-Pumpkin,FunEmoji-Pumpkin_new,,,,,,,,,,,,,,,,,,
254,181001,Common Treasure,每日宝箱1,31,,999999,,#TreasureCommon,,BoxGift1,,,,,,,,,,,,,,,,,,,
255,181002,Rare Treasure,每日宝箱2,31,,999999,,#TreasureRare,,BoxGift2,,,,,,,,,,,,,,,,,,,
256,181003,Deluxe Treasure,每日宝箱3,31,,999999,,#TreasureDeluxe,,BoxGift3,,,,,,,,,,,,,,,,,,,
257,181004,Epic Treasure,每日宝箱4,31,,999999,,#TreasureEpic,,BoxGift4,,,,,,,,,,,,,,,,,,,
258,181005,Premium Treasure,每日宝箱5,31,,999999,,#TreasurePremium,,BoxGift5,,,,,,,,,,,,,,,,,,,
259,300001,#ROLENAME1,黑人女碎片,30,,999999,,#ROLEDES1,黑人女碎片,role_1,role_new_1,,,,,,,,,,,,,,,,,,
260,300002,#ROLENAME2,黑人男碎片,30,,999999,,#ROLEDES2,黑人男碎片,role_2,role_new_2,,,,,,,,,,,,,,,,,,
261,300003,#ROLENAME3,白人女碎片,30,,999999,,#ROLEDES3,白人女碎片,role_3,role_new_3,,,,,,,,,,,,,,,,,,
262,300004,#ROLENAME4,白人男碎片,30,,999999,,#ROLEDES4,白人男碎片,role_4,role_new_4,,,,,,,,,,,,,,,,,,
263,191001,RaffleTicket,pass抽奖券,32,,999999,,#RaffleTicket,抽奖券,RaffleTicket,RaffleTicket_new,,,,,,,,,,,,,,,,,,
264,201001,League xp +10%,联赛经验加成,34,,999999,,#LeagueBufff1,,leagueBuff,,3600,,,,,,,,,,,,,,,,,
265,201002,League xp +10%,联赛经验加成,34,,999999,,#LeagueBufff2,,leagueBuff,,3600,,,,,,,,,,,,,,,,,
266,201003,League xp +30%,联赛经验加成,34,,999999,,#LeagueBufff3,,leagueBuff,,3600,,,,,,,,,,,,,,,,,
267,201004,League xp +40%,联赛经验加成,34,,999999,,#LeagueBufff4,,leagueBuff,,3600,,,,,,,,,,,,,,,,,
268,201005,League xp +50%,联赛经验加成,34,,999999,,#LeagueBufff5,,leagueBuff,,3600,,,,,,,,,,,,,,,,,
269,210001,1 Star Pack,卡包1星,36,,999999,,#CardPack1,卡包,cardBag_1,,,,,,,,,,,,,,,,,,,
270,210002,2 Stars Pack,卡包2星,36,,999999,,#CardPack2,卡包,cardBag_2,,,,,,,,,,,,,,,,,,,
271,210003,3 Stars Pack,卡包3星,36,,999999,,#CardPack3,卡包,cardBag_3,,,,,,,,,,,,,,,,,,,
272,210004,4 Stars Pack,卡包4星,36,,999999,,#CardPack4,卡包,cardBag_4,,,,,,,,,,,,,,,,,,,
273,210005,5 Stars Pack,卡包5星,36,,999999,,#CardPack5,卡包,cardBag_5,,,,,,,,,,,,,,,,,,,
274,210006,Joker Card,4星 Joker Card1,37,,1000,,#JokerCard1,joker卡,Normal,,,,,,,,,,,,,,,,,,,
275,210008,Joker Card,5星 Joker Card3,37,,1000,,#JokerCard3,joker卡,Purple,,,,,,,,,,,,,,,,,,,
276,210009,Ace Joker,ace 卡Joker Card4,37,,1000,,#JokerCard4,joker卡,JokerNormal,,,,,,,,,,,,,,,,,,,
277,210010,Ace Pack,卡包ace卡,36,,999999,,#CardPack6,卡包,cardBag_6,,,,,,,,,,,,,,,,,,,
278,210011,#Plinkoball,plinko弹球,18,,999999,,#Plinkoball,"打牌或老虎机获得,参与弹球抽奖",Plinkoball,,,,,,,,,,,,,,,,,,,
279,210012,#MedicineBottle,药水道具,40,,999999,,#MedicineBottle,"打牌或老虎机获得,参与弹球抽奖",bottleIcon_empty,,,,,,,,,,,,,,,,,,,
280,211001,Basic EXP,BP经验,38,,999999,,#BPexp,BP经验,BpExpIcon,,,,,,,,,,,,,,,,,,,
281,212001,ENERGY,限时闯关赛体力,39,,1000,,#LimitedChallengeEnergy,限时闯关赛体力,LCEnergy,LCEnergy_new,,,,,,,,,,,,,,,,,,
282,212002,WILD,限时闯关赛万能牌,40,,1000,,#LimitedChallengeWildCard,限时闯关赛万能牌,LCWildCard,LCWildCard_new,,,,,,,,,,,,,,,,,,
283,212003,VOID,限时闯关赛和平牌,41,,1000,,#LimitedChallengeVoidCard,限时闯关赛和平牌,LCPeaceCard,LCPeaceCard_new,,,,,,,,,,,,,,,,,,
284,213001,Hammer,挖宝凿子,42,,1000,,#QuestHammer,挖宝凿子道具,QuestHammer,QuestHammer_new,,,,,,,,,,,,,,,,,,
285,192001,Slot energy,老虎机能量,15,,999999,,#UICommon95,商城购买获得,slotEnergy,slotEnergy_new,,,,,,,,,,,,,,,,,,
286,201100,Cakedash +100%,蛋糕活动经验双倍,18,,999999,,#dashbuff100,活动获得,dashbuff,,1800,,,,,,,,,,,,,,,,,
287,221001,#Voyage1_1,关卡收集道具,18,,999999,,#Voyage1_1,,stageRoom1_1,stageRoom1_new_1,,,,,,,,,,,,,,,,,,
288,221002,#Voyage1_2,关卡收集道具,18,,999999,,#Voyage1_2,,stageRoom1_2,stageRoom1_new_2,,,,,,,,,,,,,,,,,,
289,221003,#Voyage1_3,关卡收集道具,18,,999999,,#Voyage1_3,,stageRoom1_3,stageRoom1_new_3,,,,,,,,,,,,,,,,,,
290,221004,#Voyage1_4,关卡收集道具,18,,999999,,#Voyage1_4,,stageRoom1_4,stageRoom1_new_4,,,,,,,,,,,,,,,,,,
291,221005,#Voyage1_5,关卡收集道具,18,,999999,,#Voyage1_5,,stageRoom1_5,stageRoom1_new_5,,,,,,,,,,,,,,,,,,
292,221006,#Voyage1_6,关卡收集道具,18,,999999,,#Voyage1_6,,stageRoom1_6,stageRoom1_new_6,,,,,,,,,,,,,,,,,,
293,221007,#Voyage1_7,关卡收集道具,18,,999999,,#Voyage1_7,,stageRoom1_7,stageRoom1_new_7,,,,,,,,,,,,,,,,,,
294,221008,#Voyage1_8,关卡收集道具,18,,999999,,#Voyage1_8,,stageRoom1_8,stageRoom1_new_8,,,,,,,,,,,,,,,,,,
295,221100,#voyage_bomb,关卡表演道具,18,,99999,,#voyage_bomb,,bombs,bombs_new,,,,,,,,,,,,,,,,,,
296,231001,MissionBooster +100%,MISSION PASS经验双倍,18,,999999,,#MissionBooster100,活动获得,MissionBooster,MissionBooster,60,,,,,,,,,,,,,,,,,
297,214001,Lounge Point,贵宾室积分,18,,999999,,#LoungePoint,贵宾室积分,LoungePoint,LoungePoint,,,,,,,,,,,,,,,,,,
298,214002,Lounge Cards,贵宾室通行证,18,,2,,#LoungeCards,贵宾室会员卡/通行证,LoungeCards,LoungeCards,,,,,,,,,,,,,,,,,,
299,214003,Lounge Bank,贵宾室银行,18,,999999,,#LoungeBank,贵宾室银行,LoungeBank,LoungeBank,,,,,,,,,,,,,,,,,,
300,215001,SnackMagnifier,放大镜,18,,999999,,#SnackMagnifier,薯片活动-放大镜,SnackMagnifier,SnackMagnifier,,,,,,,,,,,,,,,,,,
301,215002,SnackMagnifierScrap,放大镜碎片,18,,999999,,#SnackMagnifierScrap,薯片活动-放大镜碎片,SnackMagnifierScrap,SnackMagnifierScrap,,,,,,,,,,,,,,,,,,
302,215003,LotteryCoinsSeven,抽奖币7,18,,999999,,#LotteryCoinsSeven,777抽奖活动 抽奖币7,lotteryCoinsSeven,lotteryCoinsSeven,,,,,,,,,,,,,,,,,,
303,215006,Dice,骰子,18,,999999,,#Dice,777抽奖活动 骰子,dice,dice,,,,,,,,,,,,,,,,,,
304,215010,BoxingTicket,拳击劵,18,,999999,,#BoxingTicket,拳击劵,BoxingTicket,BoxingTicket,,,,,,,,,,,,,,,,,,
305,215020,Pickaxe,镐子,18,,999999,,#Pickaxe,矿工 镐子,Pickaxe,Pickaxe,,,,,,,,,,,,,,,,,,
306,215021,Explosives,炸药,18,,999999,,#Explosives,矿工 炸药,Explosives,Explosives,,,,,,,,,,,,,,,,,,
307,215022,DrillBit,钻头,18,,999999,,#DrillBit,矿工 钻头,DrillBit,DrillBit,,,,,,,,,,,,,,,,,,
308,241001,LevelExpBuff,等级经验buff,101,2,999999,,#LevelExpBuff,等级经验buff,buffDoubleXP,buffDoubleXP,600,,,,,,,,,,,,,,,,,
309,241002,LevelBlastBuff,等级奖励金币buff,102,2,999999,,#LevelBlastBuff,等级奖励金币buff,buffLevelBoom,buffLevelBoom,600,,,,,,,,,,,,,,,,,
310,241003,LevelExpBuff,转盘奖励金币buff,103,2,999999,,#LevelExpBuff,等级经验buff,buffWheelX2,buffWheelX2,43200,,,,,,,,,,,,,,,,,
311,241004,LevelBlastBuff,定时奖励倒计时buff,104,2,999999,,#LevelBlastBuff,等级奖励金币buff,buffTurbo,buffTurbo,43200,,,,,,,,,,,,,,,,,
312,241005,LevelUpPartyBuff,升级快车buff,105,2,999999,,#LevelUpPartyBuff,升级快车buff,,,600,,,,,,,,,,,,,,,,,
313,271001,Cash,建造币,18,,999999,,#Cash,翻地块消耗物,Cash,Cash,,,,,,,,,,,,,,,,,,
